Havaintoasema,Vuosi,Kuukausi,Päivä,Aika [Paikallinen aika],Ilman lämpötila keskiarvo [°C],Suhteellinen kosteus keskiarvo [%],Sademäärä keskiarvo [mm],Lumensyvyys keskiarvo [cm],Keskituulen nopeus keskiarvo [m/s]
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,05:00,5.8,100.0,0.07,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,06:00,5.8,100.0,0.1,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,07:00,5.7,100.0,0.07,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,08:00,5.8,100.0,0.12,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,09:00,5.9,100.0,0.13,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,10:00,5.9,100.0,0.02,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,11:00,5.7,100.0,0.13,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,12:00,5.7,100.0,0.17,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,13:00,5.8,100.0,0.22,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,14:00,5.9,100.0,0.08,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,15:00,6.2,100.0,0.28,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,16:00,6.5,100.0,0.08,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,17:00,6.8,100.0,0.07,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,18:00,7.1,100.0,0.18,0.0,6
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,19:00,7.3,100.0,0.23,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,20:00,7.3,100.0,0.3,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,21:00,7.4,100.0,0.38,0.0,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,22:00,7.3,100.0,0.25,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,13,23:00,7.6,100.0,0.08,0.0,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,00:00,8.1,100.0,0.05,0.0,4
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,01:00,8.3,100.0,0.08,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,02:00,8.3,100.0,0,0.0,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,03:00,8.3,100.0,0,0.0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,04:00,8.4,100.0,0,0.0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,05:00,8.5,100.0,0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,06:00,8.6,100.0,0,0.0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,07:00,8.6,100.0,0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,08:00,9.0,100.0,0.12,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,09:00,9.0,100.0,0.4,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,10:00,8.9,100.0,0.4,0.0,7.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,11:00,8.8,100.0,0.1,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,12:00,8.9,100.0,0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,13:00,9.1,100.0,0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,14:00,9.6,100.0,0.02,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,15:00,9.9,100.0,0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,16:00,10.2,99.3,0,0.0,6.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,17:00,10.2,94.7,0,0.0,9.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,18:00,8.8,93.7,0,0.0,12.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,19:00,7.2,98.1,0,0.0,11.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,20:00,6.2,99.9,0,0.0,9.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,21:00,5.2,99.2,0,0.0,8
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,22:00,4.6,97.7,0,0.0,7.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,14,23:00,4.5,94.0,0,0.0,6.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,00:00,4.2,94.8,0,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,01:00,4.0,96.5,0,0.0,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,02:00,4.1,96.5,0,0.0,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,03:00,4.3,93.8,0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,04:00,4.2,92.6,0,0.0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,05:00,4.0,93.1,0,0.0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,06:00,3.8,89.8,0,0.0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,07:00,3.0,93.5,0,0.0,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,08:00,1.9,98.4,0,0.0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,09:00,1.0,98.4,0,0.0,1.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,10:00,0.3,100.0,0,0.0,0.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,11:00,1.7,99.2,0,0.0,0.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,12:00,2.8,95.5,0,0.0,1.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,13:00,3.4,91.2,0,0.0,1.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,14:00,3.6,89.2,0,0.0,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,15:00,3.3,90.3,0,0.0,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,16:00,2.5,93.8,0,0.0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,17:00,1.0,99.1,0,0.0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,18:00,0.4,100.0,0,0.0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,19:00,-0.3,100.0,0,0.0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,20:00,-0.8,100.0,0,0.0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,21:00,-0.8,100.0,0,0.0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,22:00,-0.8,100.0,0,0.0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,15,23:00,-1.2,100.0,0,0.0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,00:00,-1.2,100.0,0,0.0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,01:00,-1.7,100.0,0,0.0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,02:00,-1.6,100.0,0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,03:00,-1.2,100.0,0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,04:00,-0.9,100.0,0,0.0,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,05:00,-0.6,100.0,0,0.0,4
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,06:00,-0.6,100.0,0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,07:00,-0.3,100.0,0,0.0,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,08:00,-0.2,100.0,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,09:00,-0.1,100.0,0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,10:00,-0.1,100.0,0,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,11:00,-0.1,100.0,0,0.0,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,12:00,0.0,100.0,0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,13:00,0.1,100.0,0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,14:00,0.3,100.0,0,0.0,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,15:00,0.3,100.0,0,0.0,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,16:00,0.3,100.0,0,0.0,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,17:00,0.3,100.0,0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,18:00,0.4,100.0,0,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,19:00,0.5,100.0,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,20:00,0.7,100.0,0,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,21:00,1.0,100.0,0.02,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,22:00,1.4,100.0,0.02,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,16,23:00,1.7,100.0,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,00:00,2.1,100.0,0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,01:00,3.7,99.9,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,02:00,3.9,100.0,0,0.0,7.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,03:00,3.9,100.0,0,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,04:00,4.3,100.0,0,0.0,6.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,05:00,4.5,100.0,0.02,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,06:00,4.9,100.0,0.05,0.0,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,07:00,5.3,100.0,0.05,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,08:00,5.7,100.0,0.02,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,09:00,6.4,100.0,0.02,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,10:00,7.4,100.0,0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,11:00,7.8,100.0,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,12:00,7.8,97.9,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,13:00,7.7,95.1,0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,14:00,7.8,93.5,0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,15:00,7.8,94.7,0,0.0,6.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,16:00,7.5,99.0,0,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,17:00,7.6,99.5,0,0.0,6.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,18:00,7.8,98.3,0,0.0,6.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,19:00,7.7,98.0,0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,20:00,7.5,99.0,0,0.0,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,21:00,7.4,98.8,0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,22:00,7.2,100.0,0,0.0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,17,23:00,7.6,99.9,0,0.0,4
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,00:00,7.4,99.8,0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,01:00,7.4,98.0,0,0.0,4
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,02:00,7.3,94.1,0,0.0,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,03:00,7.2,89.6,0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,04:00,7.1,89.3,0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,05:00,6.6,92.5,0,0.0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,06:00,5.2,95.5,0,0.0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,07:00,4.3,99.8,0,0.0,2
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,08:00,3.1,99.8,0,0.0,1.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,09:00,2.1,100.0,0,0.0,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,10:00,2.4,100.0,0,0.0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,11:00,3.7,100.0,0,0.0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,12:00,5.1,100.0,0,0.0,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,13:00,5.5,100.0,0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,14:00,5.5,100.0,0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,15:00,5.4,100.0,0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,16:00,5.3,100.0,0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,17:00,5.3,100.0,0,0.0,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,18:00,5.3,100.0,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,19:00,5.4,100.0,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,20:00,5.5,100.0,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,21:00,5.5,100.0,0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,22:00,5.4,100.0,0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,18,23:00,5.6,100.0,0.03,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,00:00,6.1,100.0,0.05,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,01:00,6.6,100.0,0.07,0.0,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,02:00,6.4,100.0,0.03,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,03:00,6.4,100.0,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,04:00,6.3,100.0,0.02,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,05:00,6.5,100.0,0.02,0.0,7.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,06:00,6.5,100.0,0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,07:00,6.6,100.0,0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,08:00,6.8,99.3,0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,09:00,6.6,97.5,0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,10:00,6.5,97.0,0,0.0,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,11:00,6.6,94.9,0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,12:00,6.7,93.5,0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,13:00,6.7,92.6,0,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,14:00,6.4,94.4,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,15:00,6.2,97.9,0,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,16:00,6.3,96.3,0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,17:00,6.2,99.1,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,18:00,6.1,99.5,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,19:00,6.1,99.4,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,20:00,6.1,98.8,0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,21:00,6.0,99.8,0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,22:00,5.9,100.0,0,0.0,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,19,23:00,5.9,100.0,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,00:00,5.8,100.0,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,01:00,5.5,100.0,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,02:00,5.3,99.9,0,0.0,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,03:00,5.1,100.0,0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,04:00,5.0,100.0,0,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,05:00,5.2,100.0,0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,06:00,5.3,100.0,0.02,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,07:00,5.4,100.0,0,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,08:00,5.5,100.0,0,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,09:00,5.6,100.0,0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,10:00,5.7,100.0,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,11:00,5.9,100.0,0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,12:00,6.0,100.0,0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,13:00,6.2,100.0,0,0.0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,14:00,6.2,100.0,0,0.0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,15:00,6.3,99.7,0,0.0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,16:00,6.1,99.6,0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,17:00,5.8,100.0,0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,18:00,5.7,100.0,0,0.0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,19:00,5.5,100.0,0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,20:00,5.2,100.0,0,0.0,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,21:00,5.0,100.0,0,0.0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,22:00,4.9,100.0,0,0.0,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,20,23:00,4.8,98.7,0,0.0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,00:00,4.6,98.5,0,0.0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,01:00,4.6,99.1,0,0.0,3
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,02:00,4.7,98.0,0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,03:00,4.6,98.3,0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,04:00,4.5,99.8,0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,05:00,4.9,98.7,0,0.0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,06:00,5.1,95.7,0,0.0,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,07:00,4.8,97.9,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,08:00,4.2,98.0,0,0.0,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,09:00,3.6,96.3,0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,10:00,3.5,97.1,0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,11:00,3.2,100.0,0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,12:00,3.0,89.5,0,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,13:00,3.4,85.2,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,14:00,3.7,83.5,0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,15:00,3.9,82.4,0,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,16:00,4.1,80.2,0,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,17:00,4.2,78.0,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,18:00,4.6,77.4,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,19:00,4.8,78.3,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,20:00,5.0,75.7,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,21:00,4.7,84.0,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,22:00,4.0,93.5,0.02,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,21,23:00,4.1,94.5,0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,00:00,4.2,93.6,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,01:00,4.1,91.1,0,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,02:00,3.9,90.8,0,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,03:00,3.5,92.9,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,04:00,3.3,91.7,0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,05:00,3.3,86.9,0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,06:00,3.2,82.7,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,07:00,2.9,81.7,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,08:00,2.5,82.7,0,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,09:00,2.1,80.8,0,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,10:00,1.8,83.1,0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,11:00,1.4,81.9,0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,12:00,1.2,83.3,0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,13:00,1.0,86.2,0,0.0,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,14:00,0.8,88.2,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,15:00,0.6,89.1,0,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,16:00,0.4,88.1,0,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,17:00,0.1,88.7,0,0.0,6
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,18:00,-0.2,89.9,0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,19:00,-0.4,90.5,0,0.0,6
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,20:00,-0.4,90.7,0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,21:00,-0.5,88.9,0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,22:00,-0.6,87.5,0,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,22,23:00,-0.5,87.5,0,0.0,4
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,00:00,-0.3,86.8,0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,01:00,-0.1,86.6,0,0.0,4
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,02:00,0.1,84.5,0,0.0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,03:00,0.2,81.1,0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,04:00,0.3,77.6,0,0.0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,05:00,0.2,78.5,0,0.0,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,06:00,0.3,75.8,0,0.0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,07:00,0.4,71.7,0,0.0,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,08:00,0.4,70.1,0,0.0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,09:00,0.3,69.3,0,0.0,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,10:00,0.3,69.1,0,0.0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,11:00,0.4,66.8,0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,12:00,0.4,65.5,0,0.0,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,13:00,0.5,66.3,0,0.0,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,14:00,0.5,65.7,0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,15:00,0.4,68.4,0,0.0,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,16:00,0.1,70.8,0,0.0,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,17:00,-0.6,75.9,0,0.0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,18:00,-0.7,78.0,0,0.0,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,19:00,-0.9,81.5,0,0.0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,20:00,-0.9,84.1,0,0.0,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,21:00,-1.2,89.1,0,0.0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,22:00,-1.4,93.2,0,0.0,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,23,23:00,-1.5,94.6,0,0.0,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,00:00,-1.7,93.9,0,0.0,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,01:00,-2.0,96.4,0,0.0,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,02:00,-2.3,99.4,0,0.0,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,03:00,-2.2,98.4,0,0.0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,04:00,-2.0,96.7,0,0.0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,05:00,-2.0,95.7,0,0.0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,06:00,-2.7,98.0,0,0.0,3
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,07:00,-2.8,99.3,0,0.0,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,08:00,-2.9,98.8,0,0.0,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,09:00,-3.0,98.1,0,0.0,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,11,24,10:00,-2.8,98.4,0,0.0,2.8
